#       time                 x_1                 y_1                 z_1                 x_2                 y_2                 z_2
  25.0000000    6.4000000000e+01    7.3507601531e+01    1.2341470116e-22    6.4000000000e+01    5.4492398469e+01    2.3782815860e-22
  25.5000000    6.4000000000e+01    7.3504422107e+01    1.2341470116e-22    6.4000000000e+01    5.4495577893e+01    2.3782815860e-22
  26.0000000    6.4000000000e+01    7.3500902652e+01    1.2341470116e-22    6.4000000000e+01    5.4499097348e+01    2.3782815860e-22
  26.5000000    6.4000000000e+01    7.3496849387e+01    1.2341470116e-22    6.4000000000e+01    5.4503150613e+01    2.3782815860e-22
  27.0000000    6.4000000000e+01    7.3492338418e+01    1.2341470116e-22    6.4000000000e+01    5.4507661582e+01    2.3782815860e-22
  27.5000000    6.4000000000e+01    7.3487720222e+01    1.2341470116e-22    6.4000000000e+01    5.4512279778e+01    2.3782815860e-22
  28.0000000    6.4000000000e+01    7.3483427043e+01    1.2341470116e-22    6.4000000000e+01    5.4516572957e+01    2.3782815860e-22
  28.5000000    6.4000000000e+01    7.3479729374e+01    1.2341470116e-22    6.4000000000e+01    5.4520270626e+01    2.3782815860e-22
  29.0000000    6.4000000000e+01    7.3476603024e+01    1.2341470116e-22    6.4000000000e+01    5.4523396976e+01    2.3782815860e-22
  29.5000000    6.4000000000e+01    7.3473843793e+01    1.2341470116e-22    6.4000000000e+01    5.4526156207e+01    2.3782815860e-22
  30.0000000    6.4000000000e+01    7.3471245603e+01    1.2341470116e-22    6.4000000000e+01    5.4528754397e+01    2.3782815860e-22
  30.5000000    6.4000000000e+01    7.3468706000e+01    1.2341470116e-22    6.4000000000e+01    5.4531294000e+01    2.3782815860e-22
  31.0000000    6.4000000000e+01    7.3466227035e+01    1.2341470116e-22    6.4000000000e+01    5.4533772966e+01    2.3782815860e-22
  31.5000000    6.4000000000e+01    7.3463832933e+01    1.2341470116e-22    6.4000000000e+01    5.4536167068e+01    2.3782815860e-22
  32.0000000    6.4000000000e+01    7.3461530116e+01    1.2341470116e-22    6.4000000000e+01    5.4538469885e+01    2.3782815860e-22
  32.5000000    6.4000000000e+01    7.3459304015e+01    1.2341470116e-22    6.4000000000e+01    5.4540695986e+01    2.3782815860e-22
  33.0000000    6.4000000000e+01    7.3457136617e+01    1.2341470116e-22    6.4000000000e+01    5.4542863384e+01    2.3782815860e-22
  33.5000000    6.4000000000e+01    7.3455020038e+01    1.2341470116e-22    6.4000000000e+01    5.4544979963e+01    2.3782815860e-22
  34.0000000    6.4000000000e+01    7.3452953504e+01    1.2341470116e-22    6.4000000000e+01    5.4547046496e+01    2.3782815860e-22
  34.5000000    6.4000000000e+01    7.3450938262e+01    1.2341470116e-22    6.4000000000e+01    5.4549061738e+01    2.3782815860e-22
  35.0000000    6.4000000000e+01    7.3448973745e+01    1.2341470116e-22    6.4000000000e+01    5.4551026255e+01    2.3782815860e-22
  35.5000000    6.4000000000e+01    7.3447054584e+01    1.2341470116e-22    6.4000000000e+01    5.4552945415e+01    2.3782815860e-22
  36.0000000    6.4000000000e+01    7.3445174925e+01    1.2341470116e-22    6.3999999999e+01    5.4554825074e+01    2.3782815860e-22
  36.5000000    6.4000000000e+01    7.3443331597e+01    1.2341470116e-22    6.3999999999e+01    5.4556668402e+01    2.3782815860e-22
  37.0000000    6.4000000000e+01    7.3441524829e+01    1.2341470116e-22    6.3999999999e+01    5.4558475170e+01    2.3782815860e-22
  37.5000000    6.4000000000e+01    7.3439756869e+01    1.2341470116e-22    6.3999999999e+01    5.4560243130e+01    2.3782815860e-22
  38.0000000    6.4000000000e+01    7.3438027365e+01    1.2341470116e-22    6.4000000000e+01    5.4561972634e+01    2.3782815860e-22
  38.5000000    6.4000000000e+01    7.3436333134e+01    1.2341470116e-22    6.4000000000e+01    5.4563666866e+01    2.3782815860e-22
  39.0000000    6.4000000000e+01    7.3434668730e+01    1.2341470116e-22    6.4000000000e+01    5.4565331269e+01    2.3782815860e-22
  39.5000000    6.4000000000e+01    7.3433031108e+01    1.2341470116e-22    6.4000000000e+01    5.4566968891e+01    2.3782815860e-22
  40.0000000    6.4000000000e+01    7.3431423065e+01    1.2341470116e-22    6.4000000000e+01    5.4568576933e+01    2.3782815860e-22
  40.5000000    6.4000000000e+01    7.3429846630e+01    1.2341470116e-22    6.4000000000e+01    5.4570153369e+01    2.3782815860e-22
  41.0000000    6.4000000000e+01    7.3428299692e+01    1.2341470116e-22    6.4000000000e+01    5.4571700307e+01    2.3782815860e-22
  41.5000000    6.4000000000e+01    7.3426779429e+01    1.2341470116e-22    6.4000000000e+01    5.4573220570e+01    2.3782815860e-22
  42.0000000    6.4000000000e+01    7.3425284917e+01    1.2341470116e-22    6.4000000000e+01    5.4574715082e+01    2.3782815860e-22
  42.5000000    6.4000000000e+01    7.3423815747e+01    1.2341470116e-22    6.4000000000e+01    5.4576184252e+01    2.3782815860e-22
  43.0000000    6.4000000000e+01    7.3422371019e+01    1.2341470116e-22    6.4000000000e+01    5.4577628980e+01    2.3782815860e-22
  43.5000000    6.4000000000e+01    7.3420949868e+01    1.2341470116e-22    6.4000000000e+01    5.4579050132e+01    2.3782815860e-22
  44.0000000    6.4000000000e+01    7.3419551600e+01    1.2341470116e-22    6.4000000000e+01    5.4580448400e+01    2.3782815860e-22
  44.5000000    6.4000000000e+01    7.3418175260e+01    1.2341470116e-22    6.4000000000e+01    5.4581824740e+01    2.3782815860e-22
  45.0000000    6.4000000000e+01    7.3416819950e+01    1.2341470116e-22    6.4000000000e+01    5.4583180050e+01    2.3782815860e-22
  45.5000000    6.4000000000e+01    7.3415485766e+01    1.2341470116e-22    6.4000000000e+01    5.4584514234e+01    2.3782815860e-22
  46.0000000    6.4000000000e+01    7.3414173048e+01    1.2341470116e-22    6.4000000000e+01    5.4585826954e+01    2.3782815860e-22
  46.5000000    6.4000000000e+01    7.3412880693e+01    1.2341470116e-22    6.4000000000e+01    5.4587119309e+01    2.3782815860e-22
  47.0000000    6.4000000000e+01    7.3411607011e+01    1.2341470116e-22    6.4000000000e+01    5.4588392991e+01    2.3782815860e-22
  47.5000000    6.4000000000e+01    7.3410351416e+01    1.2341470116e-22    6.4000000000e+01    5.4589648584e+01    2.3782815860e-22
  48.0000000    6.4000000000e+01    7.3409114294e+01    1.2341470116e-22    6.4000000000e+01    5.4590885704e+01    2.3782815860e-22
  48.5000000    6.4000000000e+01    7.3407895637e+01    1.2341470116e-22    6.4000000000e+01    5.4592104360e+01    2.3782815860e-22
  49.0000000    6.4000000000e+01    7.3406694673e+01    1.2341470116e-22    6.4000000000e+01    5.4593305325e+01    2.3782815860e-22
  49.5000000    6.4000000000e+01    7.3405510606e+01    1.2341470116e-22    6.4000000000e+01    5.4594489395e+01    2.3782815860e-22
  50.0000000    6.4000000000e+01    7.3404343340e+01    1.2341470116e-22    6.4000000000e+01    5.4595656663e+01    2.3782815860e-22
  50.5000000    6.4000000000e+01    7.3403192938e+01    1.2341470116e-22    6.4000000000e+01    5.4596807067e+01    2.3782815860e-22
  51.0000000    6.4000000000e+01    7.3402058592e+01    1.2341470116e-22    6.4000000000e+01    5.4597941414e+01    2.3782815860e-22
  51.5000000    6.4000000000e+01    7.3400938922e+01    1.2341470116e-22    6.4000000000e+01    5.4599061081e+01    2.3785400799e-22
  52.0000000    6.4000000000e+01    7.3399833262e+01    1.2341470116e-22    6.4000000000e+01    5.4600166738e+01    2.3785400799e-22
  52.5000000    6.4000000000e+01    7.3398742397e+01    1.2341470116e-22    6.4000000000e+01    5.4601257599e+01    2.3785400799e-22
  53.0000000    6.4000000000e+01    7.3397667523e+01    1.2341470116e-22    6.4000000000e+01    5.4602332473e+01    2.3785400799e-22
  53.5000000    6.3999999999e+01    7.3396608308e+01    1.2341470116e-22    6.4000000000e+01    5.4603391688e+01    2.3785400799e-22
  54.0000000    6.3999999999e+01    7.3395562736e+01    1.2341470116e-22    6.3999999999e+01    5.4604437263e+01    2.3785400799e-22
  54.5000000    6.4000000000e+01    7.3394528896e+01    1.2341470116e-22    6.3999999999e+01    5.4605471106e+01    2.3785400799e-22
  55.0000000    6.4000000000e+01    7.3393506631e+01    1.2341470116e-22    6.4000000000e+01    5.4606493373e+01    2.3785400799e-22
  55.5000000    6.4000000000e+01    7.3392497226e+01    1.2341470116e-22    6.4000000000e+01    5.4607502778e+01    2.3785400799e-22
  56.0000000    6.4000000001e+01    7.3391501640e+01    1.2341470116e-22    6.4000000000e+01    5.4608498356e+01    2.3785400799e-22
  56.5000000    6.4000000001e+01    7.3390519369e+01    1.2341470116e-22    6.4000000001e+01    5.4609480622e+01    2.3785400799e-22
  57.0000000    6.4000000001e+01    7.3389548958e+01    1.2344055055e-22    6.4000000001e+01    5.4610451048e+01    2.3784754565e-22
  57.5000000    6.4000000000e+01    7.3388589494e+01    1.2340823881e-22    6.4000000001e+01    5.4611410538e+01    2.3786047034e-22
  58.0000000    6.4000000000e+01    7.3387641461e+01    1.2340823881e-22    6.4000000000e+01    5.4612358585e+01    2.3784754565e-22
  58.5000000    6.3999999999e+01    7.3386705732e+01    1.2338885176e-22    6.4000000000e+01    5.4613294313e+01    2.3785400799e-22
  59.0000000    6.3999999999e+01    7.3385781928e+01    1.2341470116e-22    6.3999999999e+01    5.4614218101e+01    2.3789278208e-22
  59.5000000    6.3999999999e+01    7.3384868556e+01    1.2341470116e-22    6.3999999999e+01    5.4615131430e+01    2.3788631974e-22
  60.0000000    6.4000000001e+01    7.3383964827e+01    1.2345993760e-22    6.4000000000e+01    5.4616035106e+01    2.3793155618e-22
  60.5000000    6.4000000002e+01    7.3383071838e+01    1.2348255582e-22    6.4000000001e+01    5.4616928093e+01    2.3791216913e-22
  61.0000000    6.4000000001e+01    7.3382191546e+01    1.2350194286e-22    6.4000000000e+01    5.4617808446e+01    2.3791216913e-22
  61.5000000    6.4000000001e+01    7.3381324488e+01    1.2351809873e-22    6.4000000001e+01    5.4618675568e+01    2.3795094322e-22
  62.0000000    6.4000000005e+01    7.3380468423e+01    1.2350194286e-22    6.4000000005e+01    5.4619531671e+01    2.3795094322e-22
  62.5000000    6.4000000008e+01    7.3379619423e+01    1.2346963112e-22    6.4000000009e+01    5.4620380677e+01    2.3797679262e-22
  63.0000000    6.4000000000e+01    7.3378775122e+01    1.2342277909e-22    6.4000000001e+01    5.4621224873e+01    2.3793801852e-22
  63.5000000    6.3999999982e+01    7.3377937386e+01    1.2337915824e-22    6.3999999983e+01    5.4622062364e+01    2.3791216913e-22
  64.0000000    6.3999999967e+01    7.3377111113e+01    1.2338158162e-22    6.3999999967e+01    5.4622888431e+01    2.3792347824e-22
  64.5000000    6.3999999966e+01    7.3376299478e+01    1.2332584387e-22    6.3999999967e+01    5.4623700152e+01    2.3790732237e-22
  65.0000000    6.3999999988e+01    7.3375500499e+01    1.2336946472e-22    6.3999999992e+01    5.4624499544e+01    2.3799214069e-22
  65.5000000    6.4000000034e+01    7.3374708998e+01    1.2349470428e-22    6.4000000038e+01    5.4625291510e+01    2.3814751474e-22
  66.0000000    6.4000000074e+01    7.3373921771e+01    1.2337353524e-22    6.4000000070e+01    5.4626078889e+01    2.3805522432e-22
  66.5000000    6.4000000066e+01    7.3373140038e+01    1.2331941307e-22    6.4000000051e+01    5.4626860344e+01    2.3800594892e-22
  67.0000000    6.4000000019e+01    7.3372367124e+01    1.2332425983e-22    6.3999999998e+01    5.4627632814e+01    2.3789932016e-22
  67.5000000    6.3999999983e+01    7.3371604890e+01    1.2336141834e-22    6.3999999965e+01    5.4628394811e+01    2.3788154871e-22
  68.0000000    6.3999999975e+01    7.3370852531e+01    1.2331618190e-22    6.3999999972e+01    5.4629147250e+01    2.3788154871e-22
  68.5000000    6.3999999967e+01    7.3370107836e+01    1.2322247784e-22    6.3999999991e+01    5.4629892005e+01    2.3785408372e-22
  69.0000000    6.3999999947e+01    7.3369369288e+01    1.2318047258e-22    6.3999999988e+01    5.4630630227e+01    2.3776361084e-22
  69.5000000    6.3999999936e+01    7.3368637376e+01    1.2323217137e-22    6.3999999955e+01    5.4631361854e+01    2.3778622906e-22
  70.0000000    6.3999999968e+01    7.3367913750e+01    1.2327740781e-22    6.3999999945e+01    5.4632086045e+01    2.3775714850e-22
  70.5000000    6.4000000052e+01    7.3367198760e+01    1.2329679485e-22    6.4000000023e+01    5.4632802076e+01    2.3775714850e-22
  71.0000000    6.4000000122e+01    7.3366490718e+01    1.2331618190e-22    6.4000000131e+01    5.4633510425e+01    2.3772483675e-22
  71.5000000    6.4000000104e+01    7.3365788253e+01    1.2329033250e-22    6.4000000134e+01    5.4634212379e+01    2.3773129910e-22
  72.0000000    6.4000000039e+01    7.3365092143e+01    1.2329033250e-22    6.4000000050e+01    5.4634907963e+01    2.3777330437e-22
  72.5000000    6.4000000001e+01    7.3364403902e+01    1.2329679485e-22    6.3999999999e+01    5.4635595708e+01    2.3774099263e-22
  73.0000000    6.3999999955e+01    7.3363723820e+01    1.2329679485e-22    6.3999999964e+01    5.4636275266e+01    2.3772160558e-22
  73.5000000    6.3999999913e+01    7.3363051092e+01    1.2331618190e-22    6.3999999909e+01    5.4636948342e+01    2.3772806793e-22
  74.0000000    6.3999999990e+01    7.3362384487e+01    1.2330325720e-22    6.3999999964e+01    5.4637616104e+01    2.3772806793e-22
  74.5000000    6.4000000103e+01    7.3361722341e+01    1.2332264425e-22    6.4000000126e+01    5.4638278396e+01    2.3772806793e-22
  75.0000000    6.4000000041e+01    7.3361063828e+01    1.2331618190e-22    6.4000000113e+01    5.4638935917e+01    2.3772806793e-22
  75.5000000    6.3999999906e+01    7.3360411331e+01    1.2330325720e-22    6.3999999888e+01    5.4639588386e+01    2.3774099263e-22
  76.0000000    6.3999999961e+01    7.3359769312e+01    1.2329033250e-22    6.3999999866e+01    5.4640231355e+01    2.3771514323e-22
  76.5000000    6.4000000108e+01    7.3359138671e+01    1.2329679485e-22    6.4000000167e+01    5.4640861873e+01    2.3774745497e-22
  77.0000000    6.4000000113e+01    7.3358513988e+01    1.2330325720e-22    6.4000000284e+01    5.4641485462e+01    2.3773453028e-22
  77.5000000    6.4000000048e+01    7.3357888982e+01    1.2327740781e-22    6.4000000003e+01    5.4642110156e+01    2.3774099263e-22
  78.0000000    6.4000000038e+01    7.3357263987e+01    1.2323217137e-22    6.3999999832e+01    5.4642735756e+01    2.3776684202e-22
  78.5000000    6.4000000016e+01    7.3356645954e+01    1.2323217137e-22    6.4000000019e+01    5.4643354287e+01    2.3776684202e-22
  79.0000000    6.3999999983e+01    7.3356040894e+01    1.2320632197e-22    6.4000000107e+01    5.4643959587e+01    2.3772160558e-22
  79.5000000    6.4000000004e+01    7.3355447358e+01    1.2319985962e-22    6.3999999940e+01    5.4644553583e+01    2.3771514323e-22
  80.0000000    6.4000000000e+01    7.3354858089e+01    1.2319985962e-22    6.3999999949e+01    5.4645143150e+01    2.3770868088e-22
  80.5000000    6.3999999935e+01    7.3354268509e+01    1.2321278432e-22    6.4000000100e+01    5.4645731941e+01    2.3774099263e-22
  81.0000000    6.3999999958e+01    7.3353682646e+01    1.2323863371e-22    6.3999999994e+01    5.4646316513e+01    2.3770868088e-22
  81.5000000    6.4000000108e+01    7.3353108483e+01    1.2323863371e-22    6.3999999947e+01    5.4646890539e+01    2.3769575619e-22
  82.0000000    6.4000000201e+01    7.3352549176e+01    1.2321278432e-22    6.4000000291e+01    5.4647450707e+01    2.3770868088e-22
  82.5000000    6.4000000121e+01    7.3352003803e+01    1.2321278432e-22    6.4000000347e+01    5.4647996482e+01    2.3770868088e-22
  83.0000000    6.3999999985e+01    7.3351474386e+01    1.2321278432e-22    6.3999999820e+01    5.4648525795e+01    2.3768929384e-22
  83.5000000    6.3999999935e+01    7.3350964410e+01    1.2323217137e-22    6.3999999633e+01    5.4649035785e+01    2.3766344444e-22
  84.0000000    6.3999999935e+01    7.3350470411e+01    1.2323863371e-22    6.4000000070e+01    5.4649529789e+01    2.3765051975e-22
  84.5000000    6.3999999917e+01    7.3349979250e+01    1.2323863371e-22    6.4000000245e+01    5.4650021044e+01    2.3768283149e-22
  85.0000000    6.3999999983e+01    7.3349472986e+01    1.2323863371e-22    6.3999999956e+01    5.4650527664e+01    2.3768283149e-22
  85.5000000    6.4000000138e+01    7.3348936357e+01    1.2322570902e-22    6.3999999896e+01    5.4651064191e+01    2.3768283149e-22
  86.0000000    6.4000000138e+01    7.3348363643e+01    1.2321278432e-22    6.4000000137e+01    5.4651636143e+01    2.3768283149e-22
  86.5000000    6.3999999951e+01    7.3347761562e+01    1.2322570902e-22    6.4000000160e+01    5.4652237923e+01    2.3768283149e-22
  87.0000000    6.3999999912e+01    7.3347147282e+01    1.2322570902e-22    6.3999999978e+01    5.4652852779e+01    2.3768283149e-22
  87.5000000    6.4000000082e+01    7.3346543345e+01    1.2322570902e-22    6.3999999938e+01    5.4653457117e+01    2.3768283149e-22
  88.0000000    6.4000000102e+01    7.3345969319e+01    1.2322570902e-22    6.3999999984e+01    5.4654030818e+01    2.3768283149e-22
  88.5000000    6.3999999951e+01    7.3345432775e+01    1.2322570902e-22    6.3999999959e+01    5.4654567021e+01    2.3768283149e-22
  89.0000000    6.3999999960e+01    7.3344927105e+01    1.2322570902e-22    6.3999999987e+01    5.4655072801e+01    2.3768283149e-22
  89.5000000    6.4000000075e+01    7.3344437890e+01    1.2322570902e-22    6.4000000062e+01    5.4655562225e+01    2.3768283149e-22
  90.0000000    6.4000000044e+01    7.3343951640e+01    1.2322570902e-22    6.4000000031e+01    5.4656048597e+01    2.3768283149e-22
  90.5000000    6.3999999983e+01    7.3343461853e+01    1.2322570902e-22    6.4000000011e+01    5.4656538568e+01    2.3768283149e-22
  91.0000000    6.4000000007e+01    7.3342969103e+01    1.2322570902e-22    6.4000000067e+01    5.4657031335e+01    2.3768283149e-22
  91.5000000    6.3999999986e+01    7.3342475408e+01    1.2322570902e-22    6.4000000004e+01    5.4657524618e+01    2.3768283149e-22
  92.0000000    6.3999999939e+01    7.3341980925e+01    1.2322570902e-22    6.3999999889e+01    5.4658018751e+01    2.3768283149e-22
  92.5000000    6.3999999989e+01    7.3341486427e+01    1.2322570902e-22    6.3999999937e+01    5.4658513479e+01    2.3768283149e-22
  93.0000000    6.4000000053e+01    7.3340994092e+01    1.2322570902e-22    6.4000000035e+01    5.4659006218e+01    2.3768283149e-22
  93.5000000    6.4000000046e+01    7.3340505041e+01    1.2322570902e-22    6.4000000050e+01    5.4659495274e+01    2.3768283149e-22
  94.0000000    6.4000000022e+01    7.3340019642e+01    1.2322570902e-22    6.4000000063e+01    5.4659980428e+01    2.3768283149e-22
  94.5000000    6.4000000010e+01    7.3339538631e+01    1.2322570902e-22    6.4000000067e+01    5.4660461229e+01    2.3768283149e-22
  95.0000000    6.3999999965e+01    7.3339060931e+01    1.2322570902e-22    6.3999999997e+01    5.4660938802e+01    2.3768283149e-22
  95.5000000    6.3999999898e+01    7.3338582490e+01    1.2322570902e-22    6.3999999886e+01    5.4661417421e+01    2.3768283149e-22
  96.0000000    6.3999999947e+01    7.3338099050e+01    1.2322570902e-22    6.3999999835e+01    5.4661901368e+01    2.3768283149e-22
  96.5000000    6.4000000119e+01    7.3337608657e+01    1.2322570902e-22    6.3999999987e+01    5.4662391914e+01    2.3768283149e-22
  97.0000000    6.4000000119e+01    7.3337112092e+01    1.2322570902e-22    6.4000000214e+01    5.4662887915e+01    2.3768283149e-22
  97.5000000    6.3999999896e+01    7.3336614196e+01    1.2322570902e-22    6.4000000109e+01    5.4663385367e+01    2.3768283149e-22
  98.0000000    6.3999999874e+01    7.3336126344e+01    1.2322570902e-22    6.3999999787e+01    5.4663873579e+01    2.3768283149e-22
  98.5000000    6.4000000081e+01    7.3335664799e+01    1.2322570902e-22    6.3999999810e+01    5.4664335572e+01    2.3768323539e-22
  99.0000000    6.4000000055e+01    7.3335241775e+01    1.2322570902e-22    6.4000000098e+01    5.4664758351e+01    2.3768323539e-22
  99.5000000    6.3999999877e+01    7.3334856212e+01    1.2322570902e-22    6.4000000132e+01    5.4665143473e+01    2.3768323539e-22
 100.0000000    6.3999999967e+01    7.3334493570e+01    1.2322570902e-22    6.3999999972e+01    5.4665506098e+01    2.3768323539e-22
 100.5000000    6.4000000124e+01    7.3334133057e+01    1.2322570902e-22    6.3999999941e+01    5.4665866715e+01    2.3768323539e-22
 101.0000000    6.4000000024e+01    7.3333755297e+01    1.2322570902e-22    6.3999999984e+01    5.4666244518e+01    2.3768323539e-22
 101.5000000    6.3999999913e+01    7.3333348786e+01    1.2322570902e-22    6.3999999979e+01    5.4666651374e+01    2.3768323539e-22
 102.0000000    6.3999999995e+01    7.3332914571e+01    1.2322570902e-22    6.3999999978e+01    5.4667085997e+01    2.3768323539e-22
 102.5000000    6.4000000031e+01    7.3332465207e+01    1.2322570902e-22    6.4000000000e+01    5.4667535132e+01    2.3768323539e-22
 103.0000000    6.3999999915e+01    7.3332016668e+01    1.2322570902e-22    6.4000000001e+01    5.4667983045e+01    2.3768323539e-22
